subject	relation	object	time_step	datetime
UZBEK	040 Consult, not specified below	ASHRAF GHANI	32190	2018-01-23 08:30
AUSTRALIA	046 Engage in negotiation	AUSTRALIAN	11820	2018-01-09 05:00
FOREIGN MINIST	060 Engage in material cooperation, not specified below	VIETNAMESE	7965	2018-01-06 12:45
CANADA	036 Express intent to meet or negotiate	LAS VEGAS	17925	2018-01-13 10:45
SPAIN	040 Consult, not specified below	SIERRA LEONE	22050	2018-01-16 07:30
DEPUTIES	073 Provide humanitarian aid	UNITED STATES	21870	2018-01-16 04:30
THE ASSOCIATED PRESS	046 Engage in negotiation	WISCONSIN	11025	2018-01-08 15:45
UNITED STATES	040 Consult, not specified below	ATTORNEY	17595	2018-01-13 05:15
ADDIS ABABA	040 Consult, not specified below	WORLD BANK	3420	2018-01-03 09:00
POLICE	182 Physically assault, not specified below	MALE	7845	2018-01-06 10:45
AUTHORITIES	010 Make statement, not specified below	POLICE	16830	2018-01-12 16:30
RUSSIA	120 Reject, not specified below	THE UN	120	2018-01-01 02:00
CORRESPONDENT	040 Consult, not specified below	NIGERIA	17205	2018-01-12 22:45
GOVERNMENT	160 Reduce relations, not specified below	STUDENT	12930	2018-01-09 23:30
POLICE	130 Threaten, not specified below	WISCONSIN	33150	2018-01-24 00:30
AUSTRALIA	051 Praise or endorse	ADVOCATE	33165	2018-01-24 00:45
GHANA	043 Host a visit	UNITED STATES	20925	2018-01-15 12:45
HUN SEN	051 Praise or endorse	THAILAND	13665	2018-01-10 11:45
VILLAGE	036 Express intent to meet or negotiate	NORTH KOREAN	19035	2018-01-14 05:15
UNITED STATES	020 Appeal, not specified below	SCHOOL	30135	2018-01-21 22:15
AIR FORCE	020 Appeal, not specified below	COMPANY	31425	2018-01-22 19:45
UNITED STATES	042 Make a visit	ITALY	33135	2018-01-24 00:15
SAN FRANCISCO	036 Express intent to meet or negotiate	BANK	24360	2018-01-17 22:00
GAUTENG	042 Make a visit	AFRICA	28200	2018-01-20 14:00
ABDULLAH	040 Consult, not specified below	KING	31080	2018-01-22 14:00
FRANCE	043 Host a visit	IRAN	22110	2018-01-16 08:30
UNITED STATES	060 Engage in material cooperation, not specified below	CRIMINAL	7275	2018-01-06 01:15
NEWS AGENCY	010 Make statement, not specified below	MILITARY	9690	2018-01-07 17:30
CONNECTICUT	100 Demand, not specified below	UNITED STATES	14040	2018-01-10 18:00
AMERICAN	090 Investigate, not specified below	CHILE	11160	2018-01-08 18:00
MIAMI	190 Use conventional military force, not specified below	PHILIPPINE	3420	2018-01-03 09:00
UNITED STATES	046 Engage in negotiation	COMPANY	25155	2018-01-18 11:15
SWEDEN	042 Make a visit	HARARE	31590	2018-01-22 22:30
AMERICAN	111 Criticize or denounce 	UNITED STATES	23955	2018-01-17 15:15
ISRAELI	0841 Return, release person(s)	PALESTINIAN	3540	2018-01-03 11:00
RUSSIAN	050 Engage in diplomatic cooperation, not specified below	PAKISTAN	31935	2018-01-23 04:15
EUROPEAN	040 Consult, not specified below	WESTERN SAHARA	14535	2018-01-11 02:15
EMPLOYEE	070 Provide aid, not specified below	SCHOOL	3330	2018-01-03 07:30
AMBASSADOR	112 Accuse, not specified below	PAKISTAN	3000	2018-01-03 02:00
SYRIA	138 Threaten to use military force, not specified below	AIR FORCE	25350	2018-01-18 14:30
UNITED STATES	010 Make statement, not specified below	LAWMAKER	21690	2018-01-16 01:30
UNITED STATES	042 Make a visit	PRESIDENT	22620	2018-01-16 17:00
ISRAEL	020 Appeal, not specified below	BLOG	23580	2018-01-17 09:00
ADVOCATE	020 Appeal, not specified below	SALVADORAN	7380	2018-01-06 03:00
EGYPT	161 Reduce or break diplomatic relations	SYRIA	3330	2018-01-03 07:30
NORTH AMERICA	195 Employ aerial weapons	DETROIT	22800	2018-01-16 20:00
SOUTH KOREA	111 Criticize or denounce 	NORTH KOREAN	4290	2018-01-03 23:30
AUTHORITIES	020 Appeal, not specified below	NEIGHBORHOOD	9390	2018-01-07 12:30
INDONESIA	030 Express intent to cooperate, not specified below	ISLAMIC	3855	2018-01-03 16:15
REUTERS	035 Express intent to yield, not specified below	LONDON	25680	2018-01-18 20:00
UNITED STATES	020 Appeal, not specified below	COMMUNITY	3840	2018-01-03 16:00
UNITED STATES	020 Appeal, not specified below	PRESIDENT	28920	2018-01-21 02:00
DELEGATE	042 Make a visit	DPRK	11760	2018-01-09 04:00
AFGHAN	190 Use conventional military force, not specified below	PAKISTAN	17775	2018-01-13 08:15
SANTA ANA	173 Arrest, detain, or charge with legal action 	UNITED STATES	5820	2018-01-05 01:00
THE US	041 Discuss by telephone	PRESIDENT	24780	2018-01-18 05:00
EGYPT	046 Engage in negotiation	ETHIOPIA	12270	2018-01-09 12:30
FRENCH	036 Express intent to meet or negotiate	BRITISH	25140	2018-01-18 11:00
GOVERNMENT	193 Fight with small arms and light weapons	THE US	25650	2018-01-18 19:30
PAKISTAN	026 Appeal to others to meet or negotiate	US AMBASSADOR	2595	2018-01-02 19:15
GERMANY	090 Investigate, not specified below	RESISTANCE MOVEMENT	26535	2018-01-19 10:15
VOTER	120 Reject, not specified below	ALABAMA	4335	2018-01-04 00:15
PRESIDENT	020 Appeal, not specified below	ENGINEER	18780	2018-01-14 01:00
SYRIA	042 Make a visit	RETIRED	27915	2018-01-20 09:15
POLICE	013 Make optimistic comment	NEWS AGENCY	25335	2018-01-18 14:15
NASA	020 Appeal, not specified below	PRESIDENT	24630	2018-01-18 02:30
UNITED STATES	030 Express intent to cooperate, not specified below	KAZAKHSTAN	23220	2018-01-17 03:00
REGIME	130 Threaten, not specified below	UNITED STATES	14640	2018-01-11 04:00
IMMIGRANT	042 Make a visit	PRISON	12780	2018-01-09 21:00
PALESTINIAN	1712 Destroy property	ISRAEL	10635	2018-01-08 09:15
US OFFICIAL	043 Host a visit	ISRAEL	28635	2018-01-20 21:15
IRISH	051 Praise or endorse	COMPANIES	30990	2018-01-22 12:30
ROBBER	190 Use conventional military force, not specified below	PARIS	14550	2018-01-11 02:30
UNITED STATES	060 Engage in material cooperation, not specified below	RESIDENTS	11940	2018-01-09 07:00
NORWAY	040 Consult, not specified below	PRESIDENT	12930	2018-01-09 23:30
KENYA	013 Make optimistic comment	NAIROBI	17355	2018-01-13 01:15
POLICE	043 Host a visit	OFFICIAL SOURCE	6360	2018-01-05 10:00
MUMBAI	043 Host a visit	A US	28755	2018-01-20 23:15
STUDENT	042 Make a visit	FRENCH	27375	2018-01-20 00:15
SCHOOL	042 Make a visit	UNITED STATES	14130	2018-01-10 19:30
UNITED KINGDOM	0842 Return, release property	CITIZEN	21015	2018-01-15 14:15
SENATOR	080 Yield, not specified below 	DOCTOR	14640	2018-01-11 04:00
AID GROUP	020 Appeal, not specified below	MUSLIM	32130	2018-01-23 07:30
DELHI	051 Praise or endorse	PRIME MINISTER	3990	2018-01-03 18:30
OPERATIVE	043 Host a visit	AFRICA	705	2018-01-01 11:45
ENGINEER	040 Consult, not specified below	CANADIAN	21045	2018-01-15 14:45
SUPERTANKER	190 Use conventional military force, not specified below	BOEING	26595	2018-01-19 11:15
NORTH KOREA	020 Appeal, not specified below	WORKER	24555	2018-01-18 01:15
CAMEROONIAN	173 Arrest, detain, or charge with legal action 	CHADIAN	5145	2018-01-04 13:45
SETTLEMENT	046 Engage in negotiation	VERMONT	4020	2018-01-03 19:00
MINORITIES	011 Decline comment	TURKEY	23820	2018-01-17 13:00
EMPLOYEE	010 Make statement, not specified below	POLICE	11010	2018-01-08 15:30
AUSTRIA	010 Make statement, not specified below	GERMANY	22740	2018-01-16 19:00
SECRETARY OF STATE	120 Reject, not specified below	CUBA	12930	2018-01-09 23:30
PAKISTAN	112 Accuse, not specified below	ISRAEL	6435	2018-01-05 11:15
UNITED STATES	090 Investigate, not specified below	BURGUNDY	15780	2018-01-11 23:00
POPULATION	090 Investigate, not specified below	UNITED STATES	3870	2018-01-03 16:30
UNITED KINGDOM	036 Express intent to meet or negotiate	UNITED STATES	12210	2018-01-09 11:30
LIBERIAN	120 Reject, not specified below	LIBERIA	16515	2018-01-12 11:15
ISRAEL	046 Engage in negotiation	ISRAELI	13650	2018-01-10 11:30
NIGER	0841 Return, release person(s)	POLICE	7395	2018-01-06 03:15
PHILADELPHIA	046 Engage in negotiation	INDUSTRY	20085	2018-01-14 22:45
UNITED STATES	130 Threaten, not specified below	NORTH KOREA	23985	2018-01-17 15:45
COMMUNITY	042 Make a visit	HOSPITAL	30435	2018-01-22 03:15
SIAM	013 Make optimistic comment	PALESTINIAN	14205	2018-01-10 20:45
BLOG	051 Praise or endorse	CITIZEN	26190	2018-01-19 04:30
ATTORNEY	043 Host a visit	RICHARD NIXON	34005	2018-01-24 14:45
INTELLIGENCE AGENT	090 Investigate, not specified below	BURUNDI	27735	2018-01-20 06:15
ACTIVIST	130 Threaten, not specified below	SCOT	23490	2018-01-17 07:30
GHANA	010 Make statement, not specified below	EXPATRIATE	600	2018-01-01 10:00
UNITED STATES	010 Make statement, not specified below	GOVERNMENT	28530	2018-01-20 19:30
GERMANY	051 Praise or endorse	PARLIAMENT	34260	2018-01-24 19:00
THE WHITE HOUSE	041 Discuss by telephone	UNITED STATES	24330	2018-01-17 21:30
THE US	043 Host a visit	BARACK OBAMA	14115	2018-01-10 19:15
THE WHITE HOUSE	040 Consult, not specified below	PRESIDENT	28290	2018-01-20 15:30
SENATOR	010 Make statement, not specified below	LIEUTENANT	5280	2018-01-04 16:00
GOVERNMENT	084 Return, release, not specified below	COUNSEL	6510	2018-01-05 12:30
FARMER	190 Use conventional military force, not specified below	NIGERIA	12900	2018-01-09 23:00
UNITED STATES	190 Use conventional military force, not specified below	UNIVERSITY	5700	2018-01-04 23:00
UNITED STATES	036 Express intent to meet or negotiate	COMPANY	5385	2018-01-04 17:45
OBAMA	0332 Express intent to provide military aid	IRAQ	31755	2018-01-23 01:15
SCHOOL	030 Express intent to cooperate, not specified below	HOSPITAL	24285	2018-01-17 20:45
JAPANESE	036 Express intent to meet or negotiate	SEOUL	7305	2018-01-06 01:45
IRAQ	051 Praise or endorse	SERBIA	13110	2018-01-10 02:30
ISLAMIC	130 Threaten, not specified below	EUROPE	13545	2018-01-10 09:45
PRIME MINISTER	013 Make optimistic comment	NEW ZEALAND	25980	2018-01-19 01:00
ENGINEER	193 Fight with small arms and light weapons	COMPANIES	10905	2018-01-08 13:45
VIRGINIA	020 Appeal, not specified below	UNITED STATES	31050	2018-01-22 13:30
ROCHESTER	042 Make a visit	COMMUNITY	15585	2018-01-11 19:45
PARLIAMENT	040 Consult, not specified below	ZHANG DEJIANG	10590	2018-01-08 08:30
AFGHANISTAN	190 Use conventional military force, not specified below	VILLAGE	29655	2018-01-21 14:15
ADVOCATE	042 Make a visit	COMPANIES	27015	2018-01-19 18:15
SENATOR	100 Demand, not specified below	CUBA	12885	2018-01-09 22:45
FRENCH	014 Consider policy option	MARTINIQUAN	22725	2018-01-16 18:45
PAKISTANI	193 Fight with small arms and light weapons	MILITANT	22200	2018-01-16 10:00
STATE SUPREME COURT	020 Appeal, not specified below	CITIZEN	12435	2018-01-09 15:15
DELHI	051 Praise or endorse	COMPANY	3015	2018-01-03 02:15
THE US	163 Impose embargo, boycott, or sanctions	CHINESE	4755	2018-01-04 07:15
EDINBURGH	010 Make statement, not specified below	AUSTRIAN	27015	2018-01-19 18:15
WORKER	010 Make statement, not specified below	CONGRESS	19095	2018-01-14 06:15
PRESBYTERIAN	080 Yield, not specified below 	PITTSBURGH	13290	2018-01-10 05:30
MUSLIM	172 Impose administrative sanctions, not specified below	MAHARASHTRA	2790	2018-01-02 22:30
GERMANY	090 Investigate, not specified below	UNITED STATES	225	2018-01-01 03:45
TURKEY	040 Consult, not specified below	UNITED STATES	15300	2018-01-11 15:00
WRITER	1823 Kill by physical assault	BANGLADESH	32760	2018-01-23 18:00
THE ASSOCIATED PRESS	042 Make a visit	COLOMBIAN	6360	2018-01-05 10:00
COLOMBIAN	042 Make a visit	EUROPE	27105	2018-01-19 19:45
CHIEF OF STAFF	138 Threaten to use military force, not specified below	NORTH KOREA	12810	2018-01-09 21:30
MPUMALANGA	020 Appeal, not specified below	SCHOOL	7635	2018-01-06 07:15
SCHOOL	010 Make statement, not specified below	PRINCE	31725	2018-01-23 00:45
COMPANY	010 Make statement, not specified below	THERMO FISHER	20265	2018-01-15 01:45
COMMUNITY	051 Praise or endorse	SCHOOL	24240	2018-01-17 20:00
SOUTH CAROLINA	120 Reject, not specified below	SENATOR	30540	2018-01-22 05:00
TAGALOG	110 Disapprove, not specified below	PILIPINAS	19365	2018-01-14 10:45
POLICE	042 Make a visit	AUSTRALIA	24510	2018-01-18 00:30
UPRISING	193 Fight with small arms and light weapons	IRAN	735	2018-01-01 12:15
MICHIGAN	036 Express intent to meet or negotiate	UNIVERSITY	5550	2018-01-04 20:30
BUSINESS	042 Make a visit	EUROPEAN	4080	2018-01-03 20:00
WORKER	190 Use conventional military force, not specified below	OREGON	29835	2018-01-21 17:15
SAUDI ARABIAN	173 Arrest, detain, or charge with legal action 	JOURNALIST	7080	2018-01-05 22:00
UNITED STATES	020 Appeal, not specified below	DOCTOR	24075	2018-01-17 17:15
UNITED STATES	100 Demand, not specified below	AUSTRIA	2445	2018-01-02 16:45
SOCIAL WORKER	010 Make statement, not specified below	UNITED KINGDOM	16500	2018-01-12 11:00
GOVERNMENT	090 Investigate, not specified below	WEBSITE	25320	2018-01-18 14:00
NORTH KOREA	190 Use conventional military force, not specified below	RUSSIA	24270	2018-01-17 20:30
TURKEY	036 Express intent to meet or negotiate	FRENCH	7050	2018-01-05 21:30
CONGO	190 Use conventional military force, not specified below	UGANDAN	19515	2018-01-14 13:15
IRAN	010 Make statement, not specified below	UNITED STATES	6165	2018-01-05 06:45
UNITED STATES	138 Threaten to use military force, not specified below	LEGISLATOR	2685	2018-01-02 20:45
CHINESE	173 Arrest, detain, or charge with legal action 	ASEAN	14400	2018-01-11 00:00
CHIEF MINISTER	036 Express intent to meet or negotiate	AUSTRALIA	16320	2018-01-12 08:00
GERMANY	010 Make statement, not specified below	SYRIA	33570	2018-01-24 07:30
GOVERNMENT	043 Host a visit	VENEZUELA	2610	2018-01-02 19:30
KENYA	057 Sign formal agreement	QATAR	16020	2018-01-12 03:00
THE WHITE HOUSE	016 Deny responsibility	PUBLICATION	10875	2018-01-08 13:15
MINISTRY	040 Consult, not specified below	DEPUTY	29310	2018-01-21 08:30
COMMUNITY	057 Sign formal agreement	POLICE	12390	2018-01-09 14:30
CHILE	043 Host a visit	CHICAGO	28485	2018-01-20 18:45
GREEK	172 Impose administrative sanctions, not specified below	ALBANIAN	5235	2018-01-04 15:15
COLLEGE	036 Express intent to meet or negotiate	VILLAGE	15900	2018-01-12 01:00
COMPANY	043 Host a visit	UNITED STATES	33075	2018-01-23 23:15
AFGHANISTAN	012 Make pessimistic comment	SECURITY COUNCIL	24495	2018-01-18 00:15
TURKEY	020 Appeal, not specified below	MEDIA	17925	2018-01-13 10:45
PROFESSOR	010 Make statement, not specified below	UNITED STATES	26580	2018-01-19 11:00
JUDAISM	043 Host a visit	RABBI	31995	2018-01-23 05:15
JOURNALIST	190 Use conventional military force, not specified below	GOVERNMENT	7260	2018-01-06 01:00
GOVERNMENT	071 Provide economic aid	SCHOOL	11850	2018-01-09 05:30
FIREFIGHTER	111 Criticize or denounce 	CEBU	7695	2018-01-06 08:15
VIETNAM	1384 Threaten conventional attack  	MILITARY	33765	2018-01-24 10:45
CONGRESS	010 Make statement, not specified below	PRESIDENT	34095	2018-01-24 16:15
AUSTRALIA	046 Engage in negotiation	UNITED STATES	8730	2018-01-07 01:30
MINIST	036 Express intent to meet or negotiate	OMAN	18315	2018-01-13 17:15
RESIDENTS	190 Use conventional military force, not specified below	MOSUL	1815	2018-01-02 06:15
ADMINISTRATION	012 Make pessimistic comment	NIGERIA	8895	2018-01-07 04:15
MINIST OF TRANSPORT	010 Make statement, not specified below	LAGOS	31605	2018-01-22 22:45
CHAD	014 Consider policy option	FIREFIGHTER	15255	2018-01-11 14:15
SAN FRANCISCO	020 Appeal, not specified below	CITIZEN	33120	2018-01-24 00:00
CATHOLIC BISHOP	020 Appeal, not specified below	POLITICIAN	18270	2018-01-13 16:30
SYRIA	112 Accuse, not specified below	REBEL	33855	2018-01-24 12:15
INDUSTRY	070 Provide aid, not specified below	PHILIPPINE	28650	2018-01-20 21:30
CHRISTIAN	202 Engage in mass killings	ISRAELI	31560	2018-01-22 22:00
IRAN	043 Host a visit	ASSYRIAN	34095	2018-01-24 16:15
AMERICAN	051 Praise or endorse	ARMENIA	12345	2018-01-09 13:45
ATTORNEY	020 Appeal, not specified below	LOUISIANA	12975	2018-01-10 00:15
FRANCE	114 Complain officially 	UNITED STATES	7485	2018-01-06 04:45
LABOUR MINIST	090 Investigate, not specified below	REPATRIATE	33240	2018-01-24 02:00
COLLEGE	051 Praise or endorse	NEW YORK	30330	2018-01-22 01:30
HIT MAN	036 Express intent to meet or negotiate	UNITED STATES	5415	2018-01-04 18:15
BRITISH	061 Cooperate economically	NAVY	16950	2018-01-12 18:30
LONDON	042 Make a visit	UNITED KINGDOM	2550	2018-01-02 18:30
THE US	010 Make statement, not specified below	TURKEY	21480	2018-01-15 22:00
CALAIS	040 Consult, not specified below	SCHOOL	11340	2018-01-08 21:00
MAIN OPPOSITION	042 Make a visit	SIERRA LEONE	10365	2018-01-08 04:45
TERRORIST	190 Use conventional military force, not specified below	EGYPT	34245	2018-01-24 18:45
COMPANY	010 Make statement, not specified below	HOSPITAL	21105	2018-01-15 15:45
MILITARY	130 Threaten, not specified below	UNITED STATES	15795	2018-01-11 23:15
CANADA	114 Complain officially 	WORLD TRADE ORGANIZATION	14295	2018-01-10 22:15
FRENCH	010 Make statement, not specified below	WORLD ECONOMIC FORUM	34350	2018-01-24 20:30
DEMOCRATIC PARTY	020 Appeal, not specified below	ABUJA	33555	2018-01-24 07:15
RUSSIA	130 Threaten, not specified below	EUROPEAN	11520	2018-01-09 00:00
CHEROKEE	051 Praise or endorse	UNITED STATES	11355	2018-01-08 21:15
MAYOR	043 Host a visit	ZHUHAI	1740	2018-01-02 05:00
JAMAICA	043 Host a visit	MANCHESTER	28065	2018-01-20 11:45
EMPLOYEE	031 Express intent to engage in material cooperation,  not specified below	VICTORIA	9960	2018-01-07 22:00
ISRAELI	036 Express intent to meet or negotiate	ISRAEL	17460	2018-01-13 03:00
AFGHAN	190 Use conventional military force, not specified below	TALIBAN	15135	2018-01-11 12:15
PRESIDENT	010 Make statement, not specified below	FARMER	13380	2018-01-10 07:00
MALAYSIA	010 Make statement, not specified below	SINGAPORE	3885	2018-01-03 16:45
WASHINGTON	120 Reject, not specified below	PAKISTAN	32820	2018-01-23 19:00
ASSEMBLIES	043 Host a visit	GOVERNOR	13410	2018-01-10 07:30
OHIO	040 Consult, not specified below	ATTORNEY GENERAL	15840	2018-01-12 00:00
CANADA	010 Make statement, not specified below	THE ASSOCIATED PRESS	27255	2018-01-19 22:15
NURSULTAN NAZARBAYEV	042 Make a visit	KAZAKHSTAN	22845	2018-01-16 20:45
AFGHANISTAN	114 Complain officially 	PRESIDENT	17505	2018-01-13 03:45
NEW SOUTH WALES	010 Make statement, not specified below	AUSTRALIA	29175	2018-01-21 06:15
DELAWARE	020 Appeal, not specified below	UNDERCOVER AGENT	23775	2018-01-17 12:15
POLITICIAN	190 Use conventional military force, not specified below	SYRIAN	15225	2018-01-11 13:45
COMPANY	130 Threaten, not specified below	ARIZONA	2025	2018-01-02 09:45
NORWAY	130 Threaten, not specified below	MINISTRY	5700	2018-01-04 23:00
COMPANY	020 Appeal, not specified below	UNITED STATES	12795	2018-01-09 21:15
UNITED STATES	010 Make statement, not specified below	AUCKLAND	8835	2018-01-07 03:15
RUSSIA	046 Engage in negotiation	TURKISH	25200	2018-01-18 12:00
UNITED STATES	016 Deny responsibility	UNIVERSITY	12930	2018-01-09 23:30
UNITED STATES	173 Arrest, detain, or charge with legal action 	GANG	2535	2018-01-02 18:15
AMERICAN	193 Fight with small arms and light weapons	ITALY	5430	2018-01-04 18:30
POLICE OFFICER	193 Fight with small arms and light weapons	CREOLE	25725	2018-01-18 20:45
BORDER SECURITY	154 Mobilize or increase armed forces 	SYRIAN	19860	2018-01-14 19:00
KABUL	080 Yield, not specified below 	TALIBAN	15675	2018-01-11 21:15
CRIMINAL	013 Make optimistic comment	THOMSON REUTERS	31365	2018-01-22 18:45
CRIMINAL	173 Arrest, detain, or charge with legal action 	POLICE OFFICER	33195	2018-01-24 01:15
IRANIAN	1056 Demand de-escalation of military engagement106:[-5.0] Demand withdrawal	JAPAN	14535	2018-01-11 02:15
NEWSPAPER	010 Make statement, not specified below	UNITED KINGDOM	19965	2018-01-14 20:45
